Rk,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,Year,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
440,NBA,1,17,CHI,Kevin Séraphin,20.204,F,gf,,2011,2017,2010,423,15.2,5.9,3.5,0.6,0.2,0.7,0.489,0.491,0,0.715,5.9,0.044
441,NBA,1,18,OKC,Eric Bledsoe,20.202,G,us,Kentucky,2011,2021,2010,694,28,14,3.9,4.7,1.4,0.5,0.454,0.505,0.338,0.788,44.4,0.11
442,NBA,1,19,BOS,Avery Bradley,19.215,G,us,Texas,2011,2021,2010,597,28,11.5,2.9,1.8,1,0.2,0.435,0.471,0.363,0.78,16.1,0.046
443,NBA,1,20,SAS,James Anderson,21.096,G-F,us,Oklahoma State,2011,2016,2010,247,17.5,5.8,2.3,1.2,0.5,0.2,0.411,0.495,0.321,0.755,3.3,0.037
444,NBA,1,22,POR,Elliot Williams,21.009,G,us,Memphis,2012,2016,2010,109,13.5,4.9,1.5,0.9,0.4,0.1,0.421,0.489,0.31,0.669,0.7,0.024
445,NBA,1,23,MIN,Trevor Booker,22.217,F,us,Clemson,2011,2018,2010,532,20.4,6.9,5.5,1.1,0.7,0.5,0.515,0.534,0.305,0.636,26.2,0.116
446,NBA,1,25,MEM,Dominique Jones,21.257,G,us,South Florida,2011,2013,2010,80,9.3,3.1,1.4,1.8,0.4,0.1,0.366,0.393,0.095,0.729,0.3,0.017
447,NBA,1,26,OKC,Quincy Pondexter,22.111,G-F,us,Washington,2011,2019,2010,355,15.6,4.5,1.8,0.7,0.3,0.1,0.423,0.475,0.356,0.746,9.7,0.084
448,NBA,1,27,NJN,Jordan Crawford,21.249,G,us,Xavier,2011,2018,2010,281,24.4,12.2,2.5,3.1,0.7,0.1,0.411,0.458,0.317,0.826,6.3,0.044
449,NBA,1,28,MEM,Greivis Vásquez,23.165,G,ve,Maryland,2011,2017,2010,401,23.7,9,2.5,4.8,0.6,0.1,0.418,0.456,0.349,0.817,12.6,0.064
450,NBA,1,29,ORL,Daniel Orton,19.327,C-F,us,Kentucky,2012,2014,2010,51,10.6,2.8,2.5,0.5,0.4,0.5,0.485,0.49,0,0.597,1,0.093
451,NBA,1,30,WAS,Lazar Hayward,23.216,F,us,Marquette,2011,2013,2010,72,8.2,2.9,1.3,0.5,0.2,0.1,0.347,0.395,0.269,0.767,0.2,0.02
452,NBA,2,32,MIA,Dexter Pittman,22.119,C,us,Texas,2011,2014,2010,50,6.9,2.3,1.8,0.2,0.2,0.2,0.45,0.45,,0.545,0.5,0.068
453,NBA,2,33,SAC,Hassan Whiteside,21.016,C,us,Marshall,2011,2021,2010,446,25.7,13.3,11.3,0.7,0.6,2.3,0.581,0.583,0.308,0.603,46.2,0.193
454,NBA,2,34,POR,Armon Johnson,21.126,G,us,Nevada,2011,2012,2010,47,8.5,3.3,1,1.2,0.2,0,0.458,0.465,0.4,0.679,-0.1,-0.015
455,NBA,2,35,WAS,Nemanja Bjelica,22.051,F,rs,,2016,2021,2010,376,21.2,7.8,4.6,1.7,0.6,0.4,0.465,0.538,0.385,0.766,16.5,0.099
456,NBA,2,39,NYK,Landry Fields,22.002,F,us,Stanford,2011,2015,2010,255,23.6,6.8,4.3,1.6,0.8,0.2,0.473,0.52,0.332,0.666,10.5,0.084
457,NBA,2,40,IND,Lance Stephenson,19.297,G-F,us,Cincinnati,2011,2019,2010,508,23.4,8.6,4.2,2.9,0.7,0.1,0.444,0.494,0.315,0.685,16.7,0.068
458,NBA,2,43,LAL,Devin Ebanks,20.244,F,us,West Virginia,2011,2013,2010,63,11.3,3.6,1.9,0.4,0.3,0.2,0.385,0.418,0.222,0.722,0.5,0.035
459,NBA,2,44,MIL,Jerome Jordan,23.274,C,jm,Tulsa,2012,2015,2010,65,7.6,2.8,2,0.3,0.1,0.3,0.528,0.528,,0.852,1.7,0.168
460,NBA,2,52,BOS,Luke Harangody,22.179,F,us,Notre Dame,2011,2012,2010,70,12.4,3.6,2.8,0.5,0.3,0.3,0.376,0.44,0.241,0.737,0.9,0.048
461,NBA,2,55,UTA,Jeremy Evans,22.249,F,us,Western Kentucky,2011,2018,2010,250,10.5,3.5,2.6,0.4,0.4,0.5,0.569,0.583,0.231,0.687,8.2,0.15
462,NBA,2,58,LAL,Derrick Caracter,22.056,F,us,Texas-El Paso,2011,2011,2010,41,5.2,2,1,0.2,0.1,0.2,0.485,0.485,,0.739,0.3,0.057
463,NBA,1,1,LAC,Blake Griffin,20.106,F,us,Oklahoma,2011,2021,2009,661,34.3,21,8.6,4.3,0.9,0.5,0.495,0.52,0.333,0.695,76.7,0.162
464,NBA,1,2,MEM,Hasheem Thabeet,22.135,C,tz,UConn,2010,2014,2009,224,10.5,2.2,2.7,0.1,0.3,0.8,0.567,0.567,,0.578,4.8,0.099
465,NBA,1,3,OKC,James Harden,19.308,G,us,Arizona State,2010,2021,2009,875,34.5,25.2,5.5,6.5,1.6,0.5,0.444,0.513,0.363,0.859,141.7,0.226
466,NBA,1,4,SAC,Tyreke Evans,19.284,G-F,us,Memphis,2010,2019,2009,594,30.7,15.7,4.6,4.8,1.2,0.4,0.44,0.468,0.323,0.757,28.4,0.075
467,NBA,1,5,MIN,Ricky Rubio,18.252,G,es,,2012,2021,2009,624,30.4,11,4.2,7.7,1.8,0.1,0.391,0.418,0.326,0.843,39.9,0.101
468,NBA,1,6,MIN,Jonny Flynn,20.144,G,us,Syracuse,2010,2012,2009,163,22.9,9.2,1.9,3.9,0.7,0,0.4,0.42,0.338,0.809,-1.1,-0.015
469,NBA,1,7,GSW,Stephen Curry,21.108,G,us,Davidson,2010,2021,2009,755,34.3,24.1,4.6,6.5,1.7,0.2,0.477,0.519,0.434,0.907,111.1,0.206
470,NBA,1,8,NYK,Jordan Hill,21.339,C-F,us,Arizona,2010,2017,2009,409,18.8,7.9,5.8,0.8,0.4,0.7,0.497,0.499,0.136,0.699,16.4,0.102
471,NBA,1,9,TOR,DeMar DeRozan,19.327,G-F,us,USC,2010,2021,2009,873,34.1,20.1,4.4,3.8,1,0.3,0.46,0.478,0.28,0.833,74.4,0.12
472,NBA,1,10,MIL,Brandon Jennings,19.28,G,us,,2010,2018,2009,555,30.3,14.1,3,5.7,1.2,0.2,0.387,0.412,0.345,0.796,29.9,0.085
473,NBA,1,11,NJN,Terrence Williams,22.003,F,us,Louisville,2010,2013,2009,153,19.1,7.1,3.6,2.4,0.5,0.1,0.412,0.432,0.317,0.659,-0.2,-0.004
474,NBA,1,12,CHA,Gerald Henderson,21.204,G,us,Duke,2010,2017,2009,535,25.9,11.2,3.2,1.9,0.7,0.3,0.44,0.46,0.327,0.793,18.3,0.063
475,NBA,1,13,IND,Tyler Hansbrough,23.24,F,us,UNC,2010,2016,2009,428,16.9,6.7,4.2,0.4,0.5,0.2,0.439,0.442,0.136,0.738,20.2,0.134
476,NBA,1,14,PHO,Earl Clark,21.165,F,us,Louisville,2010,2015,2009,261,13.9,4.4,3,0.5,0.3,0.5,0.403,0.424,0.328,0.664,2.9,0.038
477,NBA,1,15,DET,Austin Daye,21.025,F,us,Gonzaga,2010,2015,2009,293,14.1,5.2,2.6,0.7,0.4,0.4,0.402,0.433,0.351,0.778,4.5,0.053
478,NBA,1,16,CHI,James Johnson,22.131,F,us,Wake Forest,2010,2021,2009,677,20.6,7.9,3.6,2.1,0.8,0.9,0.475,0.534,0.305,0.69,25.7,0.088
479,NBA,1,17,PHI,Jrue Holiday,19.018,G,us,UCLA,2010,2021,2009,765,33.2,16,4,6.4,1.5,0.5,0.456,0.493,0.357,0.777,48.6,0.092
480,NBA,1,18,MIN,Ty Lawson,21.24,G,us,UNC,2010,2017,2009,551,29.2,12.7,2.7,6,1.2,0.1,0.46,0.493,0.359,0.77,42.1,0.126
481,NBA,1,19,ATL,Jeff Teague,21.02,G,us,Wake Forest,2010,2021,2009,820,26.9,12.2,2.4,5.6,1.1,0.3,0.444,0.472,0.358,0.845,52.2,0.113
482,NBA,1,20,UTA,Eric Maynor,22.02,G,us,VCU,2010,2014,2009,267,14.6,4.3,1.3,2.8,0.4,0.1,0.392,0.409,0.35,0.721,3.3,0.041
483,NBA,1,21,NOH,Darren Collison,21.312,G,us,UCLA,2010,2019,2009,708,29.4,12.5,2.7,5,1.2,0.1,0.471,0.495,0.394,0.853,49.9,0.115
484,NBA,1,22,POR,Victor Claver,20.304,F,es,,2013,2015,2009,80,13.4,3.2,2.2,0.7,0.4,0.2,0.398,0.489,0.293,0.585,0.2,0.011
485,NBA,1,23,SAC,Omri Casspi,21.008,F,il,,2010,2019,2009,588,20.3,7.9,4,1.1,0.6,0.2,0.454,0.502,0.368,0.678,19.6,0.078
486,NBA,1,24,DAL,Byron Mullens,20.136,C,us,Ohio State,2010,2014,2009,189,18.2,7.4,4.2,0.8,0.4,0.5,0.408,0.438,0.319,0.706,0.6,0.008
487,NBA,1,25,OKC,Rodrigue Beaubois,21.127,G,gp,,2010,2013,2009,182,15.9,7.1,1.9,2.1,0.7,0.3,0.439,0.5,0.325,0.81,4.8,0.079
488,NBA,1,26,CHI,Taj Gibson,24.007,F,us,USC,2010,2021,2009,836,24.9,9.3,6.2,1,0.6,1,0.517,0.524,0.22,0.709,55.3,0.127
489,NBA,1,27,MEM,DeMarre Carroll,22.339,F,us,Missouri,2010,2020,2009,578,23.7,8.9,4.2,1.3,0.9,0.3,0.43,0.485,0.358,0.741,29.5,0.104
490,NBA,1,28,MIN,Wayne Ellington,21.214,G,us,UNC,2010,2021,2009,725,21,8.1,2.2,1.1,0.5,0.1,0.41,0.448,0.382,0.843,20.1,0.063
491,NBA,1,29,LAL,Toney Douglas,23.107,G,us,Florida State,2010,2017,2009,394,19.1,7.6,2.2,2.3,0.9,0.1,0.404,0.448,0.354,0.824,12.1,0.077
492,NBA,1,30,CLE,Christian Eyenga,20.008,F,cd,,2011,2012,2009,51,20.6,6.3,2.7,0.8,0.7,0.6,0.411,0.464,0.277,0.611,-0.4,-0.02
493,NBA,2,31,SAC,Jeff Ayres,22.063,F,us,Arizona State,2010,2016,2009,237,9.8,2.9,2.7,0.4,0.2,0.3,0.553,0.554,0.4,0.776,6.3,0.131
494,NBA,2,32,WAS,Jermaine Taylor,22.205,G,us,Central Florida,2010,2011,2009,65,12.1,5.4,1.7,0.7,0.4,0.1,0.441,0.484,0.284,0.73,0.2,0.014
495,NBA,2,33,POR,Dante Cunningham,22.07,F,us,Villanova,2010,2019,2009,715,20.8,5.8,3.7,0.7,0.6,0.5,0.469,0.494,0.345,0.649,24.9,0.08
496,NBA,2,35,DET,DaJuan Summers,21.158,F,us,Georgetown,2010,2013,2009,83,9.9,3.3,1,0.3,0.2,0.1,0.384,0.392,0.367,0.642,-0.1,-0.008
497,NBA,2,36,MEM,Sam Young,24.03,F,us,Pitt,2010,2013,2009,249,15.9,5.8,2.3,0.7,0.5,0.2,0.442,0.468,0.28,0.742,5.2,0.063
498,NBA,2,37,SAS,DeJuan Blair,20.069,F-C,us,Pitt,2010,2016,2009,424,16.6,6.8,5.1,0.8,0.7,0.3,0.524,0.526,0,0.608,19,0.129
499,NBA,2,38,POR,Jon Brockman,22.103,F,us,Washington,2010,2012,2009,150,10.5,2.1,3.1,0.3,0.2,0.1,0.488,0.49,0,0.618,3.7,0.113
500,NBA,2,39,DET,Jonas Jerebko,22.121,F,se,,2010,2019,2009,635,17.8,6.2,4,0.8,0.5,0.2,0.457,0.507,0.363,0.77,25.8,0.109
501,NBA,2,40,CHA,Derrick Brown,21.296,F,us,Xavier,2010,2012,2009,171,14.9,5.2,2.4,0.7,0.5,0.2,0.515,0.528,0.317,0.637,4.5,0.085
502,NBA,2,41,MIL,Jodie Meeks,21.314,G,us,Kentucky,2010,2019,2009,539,22.5,9.3,2.1,1.1,0.8,0.1,0.42,0.471,0.373,0.879,24.3,0.096
503,NBA,2,42,LAL,Patrick Beverley,20.353,G,us,Arkansas,2013,2021,2009,462,27.8,8.9,4.3,3.4,1.2,0.5,0.415,0.456,0.383,0.764,30.4,0.114
504,NBA,2,43,MIA,Marcus Thornton,22.026,G,us,LSU,2010,2017,2009,483,23.4,11.9,2.8,1.4,0.8,0.1,0.425,0.471,0.358,0.83,20,0.085
505,NBA,2,44,DET,Chase Budinger,21.039,F,us,Arizona,2010,2016,2009,407,19.7,7.9,3,1.2,0.5,0.2,0.43,0.486,0.352,0.797,13.9,0.083
506,NBA,2,45,MIN,Nick Calathes,20.143,G,us,Florida,2014,2015,2009,129,15.6,4.6,1.9,2.7,1,0.1,0.441,0.476,0.288,0.581,2.6,0.063
507,NBA,2,46,CLE,Danny Green,22.009,G-F,us,UNC,2010,2021,2009,750,25.6,8.9,3.5,1.6,1,0.8,0.423,0.462,0.401,0.805,46.8,0.117
508,NBA,2,52,IND,A.J. Price,22.267,G,us,UConn,2010,2015,2009,261,15.1,5.8,1.4,2.2,0.5,0,0.38,0.439,0.316,0.742,4.7,0.058
509,NBA,2,53,SAS,Nando De Colo,22.008,G,fr,,2013,2014,2009,119,11.9,3.8,1.8,1.7,0.5,0.1,0.429,0.463,0.363,0.835,2.4,0.081
510,NBA,2,55,POR,Patty Mills,20.323,G,au,Saint Mary's,2010,2021,2009,731,19.8,8.9,1.7,2.3,0.7,0.1,0.429,0.484,0.388,0.856,32.6,0.108
511,NBA,2,58,BOS,Lester Hudson,24.328,G,us,University of Tennessee at Martin,2010,2015,2009,57,10.4,4.7,1.4,1.2,0.6,0.1,0.375,0.441,0.277,0.806,0.2,0.016
512,NBA,1,1,CHI,Derrick Rose,19.27,G,us,Memphis,2009,2021,2008,639,32,18.4,3.3,5.5,0.8,0.3,0.456,0.485,0.308,0.828,42.1,0.099
513,NBA,1,2,MIA,Michael Beasley,19.173,F,us,Kansas State,2009,2019,2008,609,22.8,12.4,4.7,1.3,0.6,0.5,0.465,0.481,0.349,0.759,15.6,0.054
514,NBA,1,3,MIN,O.J. Mayo,20.239,G,us,USC,2009,2016,2008,547,30.9,13.8,3.1,2.9,1,0.3,0.429,0.459,0.373,0.82,21.8,0.062
515,NBA,1,4,SEA,Russell Westbrook,19.231,G,us,UCLA,2009,2021,2008,935,34.7,23.2,7.3,8.5,1.7,0.3,0.437,0.469,0.305,0.79,103.5,0.153
516,NBA,1,5,MEM,Kevin Love,19.297,F,us,UCLA,2009,2021,2008,734,31.8,18,11,2.4,0.7,0.4,0.442,0.48,0.37,0.828,82.7,0.17
517,NBA,1,6,NYK,Danilo Gallinari,19.327,F,it,,2009,2021,2008,656,30.4,16,4.8,2,0.8,0.4,0.426,0.464,0.382,0.876,59.8,0.144
518,NBA,1,7,LAC,Eric Gordon,19.188,G-F,us,Indiana,2009,2021,2008,692,32.6,16.6,2.5,2.8,0.9,0.3,0.425,0.478,0.368,0.812,35,0.074
519,NBA,1,8,MIL,Joe Alexander,21.188,F,tw,West Virginia,2009,2010,2008,67,11.1,4.2,1.8,0.7,0.2,0.4,0.41,0.426,0.34,0.698,0.5,0.03
520,NBA,1,9,CHA,D.J. Augustin,20.234,G,us,Texas,2009,2021,2008,915,23.8,9.7,1.9,4,0.6,0,0.411,0.437,0.379,0.867,46.7,0.103
521,NBA,1,10,NJN,Brook Lopez,20.091,C,us,Stanford,2009,2021,2008,848,30.3,16.5,6.3,1.5,0.6,1.8,0.494,0.525,0.341,0.795,70.2,0.131
522,NBA,1,11,IND,Jerryd Bayless,19.315,G,us,Arizona,2009,2019,2008,586,21.3,8.4,2.1,2.9,0.6,0.1,0.411,0.436,0.361,0.818,18.6,0.072
523,NBA,1,12,SAC,Jason Thompson,21.346,F-C,us,Rider University,2009,2016,2008,588,25.2,8.9,6.6,1.1,0.5,0.7,0.496,0.5,0.143,0.657,23.8,0.077
524,NBA,1,13,POR,Brandon Rush,22.36,G-F,us,Kansas,2009,2017,2008,481,22,6.8,2.9,1,0.5,0.5,0.426,0.447,0.402,0.706,11.2,0.051
525,NBA,1,14,GSW,Anthony Randolph,18.351,F,de,LSU,2009,2014,2008,252,15.2,7.1,4.3,0.7,0.6,0.9,0.453,0.466,0.241,0.74,5.8,0.072
526,NBA,1,15,PHO,Robin Lopez,20.091,C,us,Stanford,2009,2021,2008,895,22.1,8.8,5,0.8,0.2,1.1,0.535,0.542,0.293,0.747,47.7,0.116
527,NBA,1,16,PHI,Marreese Speights,20.332,C-F,us,Florida,2009,2018,2008,705,15.1,7.9,4.1,0.7,0.3,0.5,0.459,0.475,0.356,0.797,25.8,0.116
528,NBA,1,17,TOR,Roy Hibbert,21.203,C,us,Georgetown,2009,2017,2008,662,24.8,10,6.3,1.3,0.4,1.7,0.465,0.466,0.25,0.755,35.9,0.105
529,NBA,1,18,WAS,JaVale McGee,20.164,C,us,Nevada,2009,2021,2008,740,17.2,7.9,5.1,0.4,0.4,1.5,0.572,0.576,0.185,0.595,37.4,0.141
530,NBA,1,19,CLE,J.J. Hickson,19.3,F-C,us,NC State,2009,2016,2008,534,22.3,9.5,6.8,0.8,0.5,0.6,0.505,0.508,0,0.617,21.9,0.088
531,NBA,1,20,CHA,Alexis Ajinça,20.056,C-F,fr,,2009,2017,2008,293,13.3,5.3,3.9,0.5,0.3,0.6,0.503,0.51,0.286,0.797,7.5,0.093
532,NBA,1,21,NJN,Ryan Anderson,20.056,F,us,California,2009,2020,2008,649,25.8,12.3,5.3,0.9,0.5,0.3,0.422,0.47,0.38,0.854,46.7,0.134
533,NBA,1,22,ORL,Courtney Lee,22.272,G,us,Western Kentucky,2009,2020,2008,811,27.1,9.6,2.6,1.7,1,0.3,0.451,0.484,0.388,0.853,39.3,0.086
534,NBA,1,23,UTA,Kosta Koufos,19.127,C,us,Ohio State,2009,2019,2008,686,16.4,5.7,5,0.5,0.4,0.7,0.534,0.535,0,0.582,28.3,0.12
535,NBA,1,24,SEA,Serge Ibaka,18.286,F-C,cg,,2010,2021,2008,847,28.4,12.5,7.3,0.8,0.4,2,0.514,0.549,0.36,0.759,70.4,0.141
536,NBA,1,25,HOU,Nicolas Batum,19.199,F-G,fr,,2009,2021,2008,850,31.1,11.3,5.2,3.7,1,0.6,0.435,0.504,0.36,0.841,59.2,0.107
537,NBA,1,26,SAS,George Hill,22.059,G,us,IUPUI,2009,2021,2008,807,27.6,11.1,3.1,3.2,0.9,0.3,0.457,0.501,0.384,0.803,66.6,0.144
538,NBA,1,27,NOH,Darrell Arthur,20.098,F,us,Kansas,2009,2018,2008,503,17.8,6.5,3.5,0.8,0.6,0.6,0.444,0.46,0.352,0.765,12.3,0.066
539,NBA,1,28,MEM,Donté Greene,20.131,F,de,Syracuse,2009,2012,2008,253,16.8,6.1,2.4,0.7,0.4,0.5,0.406,0.467,0.304,0.701,1.5,0.017
540,NBA,1,29,DET,D.J. White,21.305,F,us,Indiana,2009,2014,2008,138,15.3,5.9,3.2,0.6,0.3,0.4,0.507,0.507,0.333,0.72,3.8,0.087
541,NBA,2,31,MIN,Nikola Peković,22.18,C,me,,2011,2016,2008,271,24.9,12.6,6.7,0.7,0.5,0.6,0.518,0.518,,0.76,18.8,0.134
542,NBA,2,33,POR,Joey Dorsey,24.199,F,us,Memphis,2009,2015,2008,130,11.4,2.6,3.9,0.4,0.5,0.3,0.534,0.536,0,0.375,2.9,0.092
543,NBA,2,34,MIN,Mario Chalmers,22.044,G,us,Kansas,2009,2018,2008,646,26.7,8.9,2.5,3.7,1.5,0.2,0.417,0.475,0.351,0.793,32.3,0.09
544,NBA,2,35,LAC,DeAndre Jordan,19.345,C,us,Texas A&M,2009,2021,2008,930,27.5,9.4,10.6,1,0.6,1.6,0.674,0.675,0.083,0.475,92.5,0.174
545,NBA,2,36,POR,Ömer Aşık,21.363,C,tr,,2011,2018,2008,471,19.6,5.3,7.1,0.6,0.4,0.7,0.528,0.528,0,0.551,20.9,0.109
546,NBA,2,37,MIL,Luc Mbah a Moute,21.296,F,cm,UCLA,2009,2020,2008,689,23.3,6.4,4.1,0.9,0.9,0.4,0.454,0.478,0.334,0.659,26,0.078
547,NBA,2,38,CHA,Kyle Weaver,22.134,G,us,Washington State,2009,2011,2008,73,18.9,5,2.2,1.6,0.8,0.5,0.441,0.497,0.353,0.736,1.5,0.051
548,NBA,2,39,CHI,Sonny Weems,21.359,G-F,us,Arkansas,2009,2016,2008,183,18.2,6.5,2.2,1.4,0.5,0.2,0.465,0.487,0.283,0.702,0,0.001
549,NBA,2,40,NJN,Chris Douglas-Roberts,21.175,G,us,Memphis,2009,2015,2008,222,19.7,7.1,2.1,1.1,0.6,0.2,0.439,0.465,0.329,0.831,5.4,0.059
550,NBA,2,41,IND,Nathan Jawai,21.265,C-F,au,,2009,2010,2008,45,9.6,2.8,2.4,0.5,0.2,0.2,0.435,0.439,0,0.684,0.2,0.02
551,NBA,2,45,SAS,Goran Dragić,22.057,G,si,,2009,2021,2008,861,28,13.9,3.1,4.8,1,0.2,0.462,0.507,0.362,0.766,55.8,0.111
552,NBA,2,47,WAS,Henry Walker,20.266,F,us,Kansas State,2009,2015,2008,181,16.7,6,2.2,0.8,0.5,0.1,0.446,0.56,0.369,0.76,5,0.079
553,NBA,2,48,PHO,Malik Hairston,21.129,G,us,Oregon,2009,2010,2008,62,7.6,2.4,1.2,0.5,0.2,0.3,0.512,0.549,0.167,0.514,0.8,0.086
554,NBA,2,52,MIA,Darnell Jackson,22.237,F,us,Kansas,2009,2011,2008,138,7.5,2.2,1.5,0.2,0.2,0.1,0.449,0.463,0.235,0.644,1.3,0.059
555,NBA,2,55,POR,Mike Taylor,22.162,G,us,Iowa State,2009,2009,2008,51,15.1,5.7,1.7,2.1,0.7,0,0.412,0.427,0.325,0.691,-0.4,-0.028
556,NBA,2,60,BOS,Semih Erden,21.339,C,tr,,2011,2012,2008,69,13.4,3.8,2.8,0.4,0.4,0.4,0.546,0.546,,0.594,1.8,0.094
557,NBA,1,1,POR,Greg Oden,19.162,C,us,Ohio State,2009,2014,2007,105,19.3,8,6.2,0.5,0.4,1.2,0.574,0.574,,0.658,7.3,0.174
558,NBA,1,2,SEA,Kevin Durant,18.276,F-G,us,Texas,2008,2021,2007,877,36.7,27.1,7,4.1,1.1,1.1,0.494,0.533,0.384,0.882,145.7,0.217
559,NBA,1,3,ATL,Al Horford,21.03,C-F,do,Florida,2008,2021,2007,881,32.5,13.9,8.2,3.3,0.8,1.2,0.517,0.543,0.364,0.755,92.8,0.156
560,NBA,1,4,MEM,Mike Conley,19.265,G,us,Ohio State,2008,2021,2007,884,32.3,14.9,3,5.7,1.4,0.2,0.44,0.469,0.378,0.821,79.8,0.134
561,NBA,1,5,BOS,Jeff Green,20.309,F,us,Georgetown,2008,2021,2007,969,29.4,12.8,4.4,1.6,0.7,0.5,0.443,0.488,0.338,0.804,45.8,0.077
562,NBA,1,6,MIL,Yi Jianlian,19.249,F,cn,,2008,2012,2007,272,22.2,7.9,4.9,0.7,0.5,0.7,0.404,0.413,0.333,0.78,3.1,0.025
563,NBA,1,7,MIN,Corey Brewer,21.12,F-G,us,Florida,2008,2020,2007,819,22.9,8.7,2.8,1.5,1.2,0.3,0.425,0.48,0.284,0.713,22.5,0.058
564,NBA,1,8,CHA,Brandan Wright,19.271,F-C,us,UNC,2008,2018,2007,428,16.2,7,3.6,0.5,0.5,1,0.607,0.61,0,0.674,26.2,0.181
565,NBA,1,9,CHI,Joakim Noah,22.128,C,us,Florida,2008,2020,2007,672,27.7,8.8,9,2.8,0.8,1.3,0.491,0.493,0,0.7,61.9,0.159
566,NBA,1,10,SAC,Spencer Hawes,19.065,C-F,us,Washington,2008,2017,2007,684,22.7,8.7,5.7,1.9,0.4,1,0.457,0.482,0.35,0.716,22.6,0.07
567,NBA,1,11,ATL,Acie Law,22.159,G,us,Texas A&M,2008,2011,2007,188,12.7,3.9,1,1.6,0.4,0,0.413,0.452,0.235,0.778,1.6,0.032
568,NBA,1,12,PHI,Thaddeus Young,19.011,F,us,Georgia Tech,2008,2021,2007,1025,30,13.1,5.9,1.8,1.4,0.4,0.502,0.527,0.332,0.668,66.4,0.104
569,NBA,1,13,NOK,Julian Wright,20.044,F,us,Kansas,2008,2011,2007,231,13.2,3.9,2.3,0.8,0.6,0.3,0.499,0.519,0.262,0.584,3.9,0.061
570,NBA,1,14,LAC,Al Thornton,23.209,F,us,Florida State,2008,2011,2007,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035
571,NBA,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington,2008,2017,2007,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.824,28.7,0.077
572,NBA,1,16,WAS,Nick Young,22.032,G-F,us,USC,2008,2019,2007,720,22.8,11.4,2,1,0.5,0.2,0.418,0.446,0.376,0.836,18.6,0.054
573,NBA,1,17,NJN,Sean Williams,20.293,C-F,us,Boston College,2008,2012,2007,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,3,0.073
574,NBA,1,18,GSW,Marco Belinelli,21.1,G-F,it,,2008,2020,2007,860,22.7,9.7,2.1,1.7,0.6,0.1,0.424,0.465,0.376,0.846,30.5,0.075
575,NBA,1,19,LAL,Javaris Crittenton,19.184,G,us,Georgia Tech,2008,2009,2007,113,16.4,5.3,2.4,1.8,0.5,0.1,0.442,0.466,0.231,0.638,0.1,0.002
576,NBA,1,20,MIA,Jason Smith,21.123,F-C,us,Colorado State,2008,2019,2007,616,16.3,6.1,3.4,0.7,0.3,0.7,0.468,0.479,0.333,0.783,14.1,0.067
577,NBA,1,21,PHI,Daequan Cook,20.066,G,us,Ohio State,2008,2013,2007,328,18.3,6.4,2.1,0.7,0.4,0.1,0.369,0.383,0.359,0.813,4.9,0.039
578,NBA,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2021,2007,903,22.3,7.3,3.2,1.5,0.8,0.2,0.464,0.517,0.393,0.732,43,0.103
579,NBA,1,23,NYK,Wilson Chandler,20.054,F,us,DePaul,2008,2020,2007,676,30,12.5,5.3,1.8,0.7,0.6,0.443,0.497,0.341,0.77,29,0.069
580,NBA,1,24,PHO,Rudy Fernández,22.09,G,es,,2009,2012,2007,249,24,9.1,2.4,2.2,1,0.2,0.399,0.463,0.36,0.84,14.2,0.114
581,NBA,1,26,HOU,Aaron Brooks,22.17,G,us,Oregon,2008,2018,2007,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.837,19.2,0.069
582,NBA,1,27,DET,Arron Afflalo,21.261,G-F,us,UCLA,2008,2018,2007,762,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.481,0.386,0.825,33.5,0.077
583,NBA,1,28,SAS,Tiago Splitter,22.183,F-C,br,,2011,2017,2007,355,19.2,7.9,5,1.2,0.6,0.6,0.555,0.558,0.143,0.697,25.3,0.178
584,NBA,1,29,PHO,Alando Tucker,23.143,F,us,Wisconsin,2008,2010,2007,51,8.4,4.1,1,0.3,0.1,0,0.423,0.453,0.294,0.783,0.4,0.045
585,NBA,2,31,SEA,Carl Landry,23.288,F,us,Purdue,2008,2016,2007,513,22.5,10.8,4.9,0.7,0.4,0.4,0.535,0.537,0.3,0.785,35.9,0.149
586,NBA,2,32,BOS,Gabe Pruitt,21.075,G,us,USC,2008,2009,2007,62,7.4,2,0.8,0.8,0.3,0,0.321,0.35,0.283,0.783,0.4,0.043
587,NBA,2,35,SEA,Glen Davis,21.183,F-C,us,LSU,2008,2015,2007,514,21.1,8,4.4,0.9,0.7,0.3,0.447,0.451,0.182,0.7,18.6,0.082
588,NBA,2,36,GSW,Jermareo Davidson,22.23,F,us,Alabama,2008,2009,2007,52,8.3,3.1,1.8,0.3,0.2,0.3,0.425,0.425,,0.578,0,0
